"","X","file","Pelvis_height","Model_mass","Model_weight","Step_length_R","Step_length_L","Duty_factor_R","Duty_factor_L","Stride_freq","Stride_time","Target_speed","Speed","COT.main","Meta","flight_time","contact_events_total","Gravity","cong","GRFvert_R_max","GRFvert_R_min","GRFfore_R_max","GRFfore_R_min","med_gas_r_tendon","med_gas_r_muscle","lat_gas_r_tendon","lat_gas_r_muscle","soleus_r_tendon","soleus_r_muscle","EMA_knee","EMA_ankle","EMA_hip","metabolic.energy","muscle.activation","actuator.excitation","joint.accelerations","limit.torques","dadt","dFdt","arm.accelerations","planet","scale","job","filename","status_color","COT.status","grf","gait","bounds","status"
"1",1,"./Falisse_et_al_2022/Falisse_et_al_2022_job1338.mat",0.939776594178131,62,608.22,0.187499484038791,0.200032459862158,0.89,0.89,0.499999995881486,2.00000001647406,0.1,0.0989817945914583,27.1203538435068,0.480791873442207,0,1,-9.81,58.5531294050685,590.051364067771,4.27218515594883,23.921100680577,-32.7726717029007,1,1,1,1,1,1,0.708076204420096,0.20634659202139,0.438602174819671,271.606526817344,181.837041545725,288.62302893956,52.7389303876524,2.67144611989696,1.66943712935122e-07,1.08125297857879e-07,3.43432219151888e-05,"earth",NA,"job1338","earth_job1338","#ffffff","27.1204","","walking/shuffling","","ok"
"2",2,"./Falisse_et_al_2022/Falisse_et_al_2022_job1339.mat",0.939776594178131,62,608.22,0.869469118530308,0.874102499385807,0.67,0.67,0.571685480493795,1.74921356955969,0.5,0.493888740651674,6.84193045230722,0.605221328008898,0,1,-9.81,58.1429043368757,596.002105274206,0.0109740344549971,40.5614150743108,-47.0871589393696,1,1,1,1,1,1,0.569768461282994,0.205651048933405,0.442452354137674,106.1465822627,67.9721495109765,65.0648514193355,21.6166446361972,1.52492971960878,7.09273234036875e-08,4.87929279867376e-08,1.62986402990914e-05,"earth",NA,"job1339","earth_job1339","#ffffff","6.8419","","walking","","ok"
"3",3,"./Falisse_et_al_2022/Falisse_et_al_2022_job1340.mat",0.939776594178131,62,608.22,1.27910301451654,1.28609309548874,0.61,0.61,0.776296486543083,1.2881676232403,1,0.987971646022453,4.55065903958148,0.805239779430854,0,1,-9.81,55.0644422098453,625.742453514257,0.000253307940020581,79.5418724738581,-68.0741779959312,1,1,1,1,1,1,0.562115081732739,0.207772402127919,0.425734099462775,122.478063432756,56.1085578425047,35.1899801082939,47.4366017159412,1.13814848041966,1.69755724249276e-07,1.05137965283855e-07,1.39778636427755e-05,"earth",NA,"job1340","earth_job1340","#ffffff","4.5507","","walking","","ok"
"4",4,"./Falisse_et_al_2022/Falisse_et_al_2022_job1341.mat",0.939776594178131,62,608.22,1.53755164182456,1.54236627341592,0.58,0.58,0.969643220583335,1.03130716409114,1.5,1.48243941396113,4.235064113927,1.12445838145751,0,1,-9.81,57.3510796465382,801.230943644784,-1.39525820588649e-05,93.67391552951,-109.790402415093,1,1,1,1,1,1,0.543331029843357,0.212531426802975,0.414265092871998,198.448188289657,62.5222001449518,28.7973128699827,110.891717939209,1.77635801334975,4.01470582054034e-07,2.27528610541346e-07,1.85162287963642e-05,"earth",NA,"job1341","earth_job1341","#ffffff","4.2351","","walking","","ok"
"5",5,"./Falisse_et_al_2022/Falisse_et_al_2022_job1342.mat",0.939776594178131,62,608.22,1.49843544483703,1.50367327148214,0.54,0.54,1.32127049339011,0.756847295843415,2,1.97777767318237,4.57726618609811,1.62139967768551,0,1,-9.81,55.1412606256496,1008.45720012671,-0.02742235626073,70.0729346525881,-265.169424088996,1,1,1,1,1,1,0.391541550004416,0.233216820950564,0.467457974780206,354.793967784967,82.4128712961521,28.5144453923446,242.087491848735,0.123630025083224,6.67250054575442e-07,4.31573869551934e-07,5.93074942579286e-05,"earth",NA,"job1342","earth_job1342","#ffffff","4.5773","","grounded running","","ok"
"6",6,"./Falisse_et_al_2022/Falisse_et_al_2022_job1343.mat",0.939776594178131,62,608.22,1.6021832243298,1.60034988280714,0.5,0.5,1.54721495277254,0.646322605794394,2.5,2.47316183527442,4.47011143504238,1.98005534338578,0,1,-9.81,55.7173439554962,1061.26027789133,-0.0919404059863379,79.2882182445266,-310.865571778038,1,1,1,1,1,1,0.379927388132088,0.237810650587948,0.443968115728983,447.843401565454,89.8498157463723,26.2760289078795,321.679101112523,0.0847153313280392,9.18870968534411e-07,5.69627233639685e-07,5.10972058473515e-05,"earth",NA,"job1343","earth_job1343","#ffffff","4.4701","","grounded running","","ok"
"7",7,"./Falisse_et_al_2022/Falisse_et_al_2022_job1344.mat",0.939776594178131,62,608.22,1.67692092755831,1.67325436978587,0.45,0.45,1.77394419360463,0.563715591282503,3,2.96874167743622,4.372828819457,2.32509835784171,10,1,-9.81,55.7995413641467,1193.95217373894,-0.000227815879116629,107.406947596728,-281.650721085201,1,1,1,1,1,1,0.381457470854541,0.230095045177112,0.409845937049798,545.128907783374,89.0662535874277,37.4194743624187,420.492984554863,0.091833186480917,1.18278578652872e-06,7.27476269622912e-07,8.14330163470571e-05,"earth",NA,"job1344","earth_job1344","#ffffff","4.3728","","grounded running","","ok"
"8",8,"./Falisse_et_al_2022/Falisse_et_al_2022_job1345.mat",0.939776594178131,62,608.22,2.21799852349279,2.2337672123996,0.41,0.41,1.55918659348716,0.641360055414198,3.5,3.45590094001043,9.31989684087062,5.76871168713403,20,3,-9.81,55.3119841308109,1220.59416681702,-3.05031833161392,192.742357690104,-353.487491873817,1,1,1,1,1,1,0.654030950666485,0.560638928659679,0.398861266166673,5393.15085650709,177.558004165552,1952.95992672371,3205.06262430308,6605.09283365305,2.88011819834029e-06,1.48883487926454e-06,0.000171478651289161,"earth",NA,"job1345","earth_job1345","#ff8ad8","9.3199","","sliding on toes","","strange_movement?"
"9",9,"./Falisse_et_al_2022/Falisse_et_al_2022_job1348.mat",0.939776594178131,62,608.22,2.39447036733801,2.38316444538697,0.39,0.39,2.07388148686386,0.482187630457228,5,4.94783206939042,5.65890108700718,5.01479861656164,22,1,-9.81,55.9270390192778,1260.4952145429,-0.484992766267094,156.65217722183,-451.24529567595,1,1,1,1,1,1,0.384728892996694,0.273384314983204,0.422397789431557,2120.9283378054,101.258713794774,194.945594367387,1021.19749579009,0.0553716455895801,1.5709161439717e-06,1.11341832006313e-06,7.24086474738006e-05,"earth",NA,"job1348","earth_job1348","#ffffff","5.6589","","running","","ok"
"10",10,"./Falisse_et_al_2022/Falisse_et_al_2022_job1349.mat",0.939776594178131,62,608.22,2.63664546505622,2.6189254954031,0.36,0.36,2.07543198397418,0.481827401582745,5.5,5.44237926303225,6.14627297304997,5.99110720718735,28,1,-9.81,55.5971449066878,1387.55332782006,-1.08146471443902,166.083653983952,-382.499783602248,1,1,1,1,1,1,0.390736094727401,0.281777277203044,0.435366973951499,3112.18596685622,102.822126927473,381.42640407924,1586.71343601678,0.0855610349990391,1.51408394089904e-06,1.02156574124541e-06,9.05466373433674e-05,"earth",NA,"job1349","earth_job1349","#ffffff","6.1463","","running","","ok"
"11",11,"./Falisse_et_al_2022/Falisse_et_al_2022_job1353.mat",0.939776594178131,62,608.22,3.36136249769335,3.3285816102879,0.35,0.35,1.18794679107551,0.841788544329203,4,3.95165123060052,7.67818071018306,5.43429711979129,30,3,-9.81,63.7065493011375,1822.34920011738,-0.00212804378293881,178.728836957197,-373.515082830482,1,1,1,1,1,1,0.45898662607082,0.291802961843956,0.456333815025201,3215.89388736611,122.384525336174,456.654206941671,1942.58063916321,2.66192068680049,2.09243598071434e-06,1.24855663108853e-06,0.000111642527371276,"earth",NA,"job1353","earth_job1353","#ffffff","7.6782","","skipping","quite strange movement...leg flicks out","ok"
"12",12,"./Falisse_et_al_2022/Falisse_et_al_2022_job1354.mat",0.939776594178131,62,608.22,2.13921141776217,2.12579433112075,0.38,0.38,2.0907674110394,0.478293278687974,4.5,4.45347361780789,4.83889790794354,3.85968432936579,24,1,-9.81,55.9800563995835,1469.20787994394,-0.64746857471336,154.98256521867,-441.240862918611,1,1,1,1,1,1,0.391124578977366,0.269892205425346,0.415417010074398,1241.40805190551,89.5973456173104,80.8079929707413,786.351007872048,0.0492225383769917,1.48996148890912e-06,9.41370830375742e-07,6.8278816494794e-05,"earth",NA,"job1354","earth_job1354","#ffffff","4.8389","","running","grounded running upon reflection","ok"
"13",13,"./Falisse_et_al_2022/Falisse_et_al_2022_job1355.mat",0.939776594178131,62,608.22,2.82010169905127,2.80698548174544,0.35,0.35,2.11312550306623,0.473232658708137,6,5.9390113881697,7.13016049939596,7.58437690842812,30,1,-9.81,56.0196445330819,1597.24894251395,-1.12769090953947,190.476071467983,-441.91754130002,1,1,1,1,1,1,0.413387294533686,0.282908137827784,0.433423452163994,5342.74037094765,105.10370427477,10638.7551895155,2425.76126225148,0.216582698959383,1.50389144833524e-06,1.07063422587424e-06,0.000123807423585108,"earth",NA,"job1355","earth_job1355","#7030a0","7.1302","","running (hands behind)","","max_iterations"
"14",14,"./Falisse_et_al_2022/Falisse_et_al_2022_job1356.mat",0.939776594178131,62,608.22,2.95133232706679,2.95093348917533,0.37,0.37,2.11318540032919,0.473219245147266,6.3,6.23464083752084,6.91056755388214,7.71669970421732,26,1,-9.81,56.1307494974673,1527.56909286276,-1.44099946246837,154.927976496219,-515.476098087943,1,1,1,1,1,1,0.40446241560633,0.286388682911278,0.482237547143989,5262.32940296721,102.482216080804,14373.1536767354,2629.64952838849,16.1534483787651,1.50364020538495e-06,1.04107140841006e-06,0.000123636477634356,"earth",NA,"job1356","earth_job1356","#ff0000","6.9106","","running","","not_feasible"
"15",15,"./Falisse_et_al_2022/Falisse_et_al_2022_job1357.mat",0.939776594178131,62,608.22,3.01870549771268,3.01891399253059,0.37,0.37,2.13149678337899,0.469153886507271,6.5,6.43438919867995,6.67968815758943,7.69785910419291,26,1,-9.81,55.9590677399798,1574.84219790225,-3.12136828841e-06,148.364303635348,-520.56877772623,1,1,1,1,1,1,0.403772542040346,0.286919492945677,0.486073811320283,5001.22279449584,98.6319155549417,10789.2517112993,2554.85557346602,16.2309745836542,1.48758805888788e-06,1.03517007621568e-06,0.000123998198943669,"earth",NA,"job1357","earth_job1357","#ff0000","6.6797","","running","","not_feasible"
"16",16,"./Falisse_et_al_2022/Falisse_et_al_2022_job1707.mat",0.939776594178131,62,608.22,2.66009193822551,2.64603490003265,0.37,0.37,2.09220852211639,0.477963830769814,5.6,5.54139648343203,6.388653750143,6.3406680761028,26,1,-9.81,55.5987405034827,1388.78672002379,-0.428548563972966,168.586373876993,-398.077830831709,1,1,1,1,1,1,0.391744365681226,0.282951232190077,0.445899717060533,3531.49763540767,104.734254208467,551.693727582626,1815.76563464142,0.0925248436311952,1.53601732282976e-06,1.05352067105796e-06,9.66456981531015e-05,"earth",NA,"job1707",NA,NA,NA,NA,NA,NA,NA
"17",17,"./Falisse_et_al_2022/Falisse_et_al_2022_job1708.mat",0.939776594178131,62,608.22,2.70269687794059,2.68953030453752,0.37,0.37,2.09577664237904,0.477150083543655,5.7,5.64039779343568,6.94279185488172,7.01375066123428,26,1,-9.81,55.8175994230909,1325.36990247858,-0.155147505876984,166.563119009783,-442.950688849471,1,1,1,1,1,1,0.394970714211434,0.276635716709699,0.444130972566483,4476.00490266534,107.770880223427,844.304101782444,2225.76100050719,0.118101345271506,1.55432342008866e-06,1.04723262391591e-06,9.22869573281946e-05,"earth",NA,"job1708",NA,NA,NA,NA,NA,NA,NA
"18",18,"./Falisse_et_al_2022/Falisse_et_al_2022_job1709.mat",0.939776594178131,62,608.22,2.74242606623731,2.73593080472782,0.37,0.37,2.09774209152833,0.476703024665649,5.8,5.73954139269382,7.78068403798655,7.99836861483508,26,1,-9.81,55.8057655749366,1324.92394901979,-2.99587550792476e-06,190.592478614002,-468.549782906469,1,1,1,1,1,1,0.400524891682734,0.276515028150341,0.4509493138672,6101.41722859838,111.679936891431,12644.7677272353,2690.64530457855,0.8889801560338,1.56450719693157e-06,1.05359466070516e-06,0.00013762513882579,"earth",NA,"job1709",NA,NA,NA,NA,NA,NA,NA
"19",19,"./Falisse_et_al_2022/Falisse_et_al_2022_job1710.mat",0.939776594178131,62,608.22,2.79206681386248,2.76122332153431,0.33,0.33,2.10785228920137,0.474416544803945,5.9,5.83664035457611,7.68615718534908,8.03486600590273,34,1,-9.81,55.8074490035638,1860.93578088187,-3.59762015283658e-05,178.663664967283,-248.87110599724,1,1,1,1,1,1,0.525755045093195,0.255560117189433,0.447404392902436,4908.57934781465,128.70169339637,1490.18386644765,2174.84787687734,810.377063940578,1.37734108056922e-06,9.69669140710611e-07,9.7141662243137e-05,"earth",NA,"job1710",NA,NA,NA,NA,NA,NA,NA
"20",20,"./Falisse_et_al_2022/Falisse_et_al_2022_job1916.mat",0.939776594178131,62,608.22,2.1739534774011,2.21105977694922,0.5,0.5,1.59520314129234,0.626879407465222,3.5,3.50024261965552,10.5545000691101,6.6167124127265,8,3,-9.81,63.9344863334664,1810.9157508129,-1.39993932828092,270.230416242424,-685.229642735791,1,1,1,1,1,1,0.421087267777631,0.251535526975895,0.451258813836375,5214.1487437545,180.072803277614,4745.38667731104,1981.72901259541,0.0399275200721545,8.20391294298209e-07,5.8428353594454e-07,3.69481758964827e-05,"earth",NA,"job1916",NA,NA,NA,NA,NA,NA,NA
"21",21,"./Falisse_et_al_2022/Falisse_et_al_2022_job1924.mat",0.939776594178131,62,608.22,1.81753673004846,1.80993376657316,0.42,0.42,1.91162721312179,0.52311454510367,3.5,3.46367094625147,4.46950352748022,2.77269662906896,16,1,-9.81,55.9168845108551,1275.13016987938,-0.00274931032424334,128.721214799792,-310.250342265459,1,1,1,1,1,1,0.383938176106339,0.238510850372183,0.40785255508121,708.823564175604,87.9323047363743,37.0769481461674,511.491022851967,0.0706991191278883,1.31523721847121e-06,8.11496180265688e-07,7.68139671365264e-05,"earth",NA,"job1924",NA,NA,NA,NA,NA,NA,NA
"22",22,"./Falisse_et_al_2022/Falisse_et_al_2022_job1925.mat",0.939776594178131,62,608.22,1.96891372992326,1.96040371986134,0.41,0.41,2.01651620178562,0.495904768389415,4,3.95862349356926,4.64351351233012,3.29228448046859,18,1,-9.81,56.1640560629088,1360.47133323155,-0.340775919849568,139.064828648227,-402.800383703684,1,1,1,1,1,1,0.386311529873442,0.252594575192148,0.411013199551334,938.382956296701,87.6381939242661,37.995578790367,627.399098460638,0.0566366465620849,1.41430293200481e-06,8.69541163966324e-07,7.206454937086e-05,"earth",NA,"job1925",NA,NA,NA,NA,NA,NA,NA
"23",23,"./Falisse_et_al_2022/Falisse_et_al_2022_job258.mat",0.939776594178131,62,608.22,0.186930038528367,0.200036246437335,0.89,0.89,0.499999996789849,2.0000000128406,0.1,0.0989718106546954,27.0964610362395,0.480319846762572,0,1,-9.81,63.576602953096,589.205845752739,4.07237331214409,23.2085220783323,-32.9688404778159,1,1,1,1,1,1,0.710423700276916,0.206394974363529,0.438448641859627,271.902970207987,181.029707598,288.480231274228,53.7124847223034,2.70469464494619,1.75361147825231e-07,1.13740275458913e-07,3.47276353079569e-05,"earth",NA,"job258","earth_job258","#f4cccc","27.0965","no","walking","no","strange_movement"
"24",24,"./Falisse_et_al_2022/Falisse_et_al_2022_job259.mat",0.939776594178131,62,608.22,0.870123580509019,0.874712144409466,0.67,0.67,0.57128204711287,1.75044884580878,0.5,0.493861437715447,6.84394579342727,0.605366132988999,0,1,-9.81,58.0652771708817,596.232103050406,0.0107069557216151,41.0880970842047,-47.340800461652,1,1,1,1,1,1,0.568092017948737,0.205642064886344,0.442204137798085,106.083599473663,68.1110544188659,64.9587529719818,21.6647697168205,1.53140072344599,7.15770019487636e-08,4.91357993313758e-08,1.61081097153025e-05,"earth",NA,"job259","earth_job259","#ffffff","6.8439","yes","walking","no","ok"
"25",25,"./Falisse_et_al_2022/Falisse_et_al_2022_job260.mat",0.939776594178131,62,608.22,1.27284409424027,1.28211701275401,0.62,0.62,0.778841310363902,1.28395860195547,1,0.98816934185429,4.55002239740906,0.805288233648356,0,1,-9.81,55.4811534420549,626.514167566588,0.000364829443734907,79.8976470742487,-67.1897788907596,1,1,1,1,1,1,0.556788557187155,0.207816064304403,0.428019359350975,122.355700321897,55.5672005959557,35.3868203704515,49.4591120829406,1.13007586043049,1.73596129661383e-07,1.08253160346533e-07,1.39659736977244e-05,"earth",NA,"job260","earth_job260","#ffffff","4.55","yes","walking","no","ok"
"26",26,"./Falisse_et_al_2022/Falisse_et_al_2022_job261.mat",0.939776594178131,62,608.22,1.43877865927969,1.44931776455117,0.58,0.58,1.03156188278846,0.969403791168456,1.5,1.48231893221701,4.66057058842901,1.23733468982007,0,1,-9.81,60.3406686615595,819.847102378236,-9.63352875362106e-05,100.696567247633,-191.943514204297,1,1,1,1,1,1,0.416258120073952,0.215307019264087,0.439834474285479,245.308625907569,64.6952778390649,31.252831995361,163.510478058944,0.206526606197114,4.11035991288669e-07,2.60769425924368e-07,3.4312755719925e-05,"earth",NA,"job261","earth_job261","#ffffff","4.6606","yes","walking","no","ok"
"27",27,"./Falisse_et_al_2022/Falisse_et_al_2022_job262.mat",0.939776594178131,62,608.22,1.49779540648628,1.5030311369125,0.54,0.54,1.32183574739117,0.756523646734206,2,1.97777886920563,4.57719839122594,1.62137664328275,0,1,-9.81,55.1455044244238,1008.55665931888,-0.0279574001402196,70.0289500636037,-265.079954553761,1,1,1,1,1,1,0.391512611915956,0.233182791803397,0.467504398576887,354.798092547737,82.3999011361637,28.3435629774497,242.248715158573,0.123497179622169,6.68404402864259e-07,4.32097677141686e-07,5.79055026640701e-05,"earth",NA,"job262","earth_job262","#ffffff","4.5772","yes","grounded running","no","ok"
"28",28,"./Falisse_et_al_2022/Falisse_et_al_2022_job263.mat",0.939776594178131,62,608.22,1.60219384881587,1.60036772148847,0.5,0.5,1.54720069839911,0.646328560370158,2.5,2.47316088865472,4.47045210388602,1.98020548619733,0,1,-9.81,55.7171658271795,1061.24078130681,-0.092139925027559,79.3119306184909,-310.913652999783,1,1,1,1,1,1,0.379926163213988,0.237805746763896,0.443967604983241,447.87681886634,89.8609869861455,26.2231737663569,321.693876489089,0.0847270315830271,9.19046562478192e-07,5.69697073411713e-07,5.10268364376012e-05,"earth",NA,"job263","earth_job263","#ffffff","4.4705","yes","running","no","ok"
"29",29,"./Falisse_et_al_2022/Falisse_et_al_2022_job264.mat",0.939776594178131,62,608.22,1.66341057790898,1.66005714260687,0.45,0.45,1.78810615960215,0.559250911714604,3,2.96877457869261,4.36841446640812,2.32277692245949,10,1,-9.81,55.764160886071,1205.19562526315,-0.000203696431332669,108.224116450763,-357.973099626965,1,1,1,1,1,1,0.381946630557014,0.229854941619454,0.410313259458144,544.766700940865,88.801347637577,37.7512267520057,426.619893162065,0.0893048160705496,1.18961033487768e-06,7.29653586197303e-07,8.2793236038297e-05,"earth",NA,"job264","earth_job264","#ffffff","4.3684","yes","running","arm rotation, adduction and elbow flex reaches bounds","ok"
"30",30,"./Falisse_et_al_2022/Falisse_et_al_2022_job265.mat",0.939776594178131,62,608.22,2.2153505027376,2.2311569036466,0.41,0.41,1.56101793265262,0.640607631137658,3.5,3.45586863414509,9.30334225933711,5.75841111165845,20,3,-9.81,55.3635721299159,1224.72099960123,-3.07041366902321,192.069235844704,-352.053867801646,1,1,1,1,1,1,0.654689993320556,0.561630988112515,0.397618191514317,5351.50797851988,177.458576325114,1933.53461803921,3203.42277615326,6678.92847861409,2.87485049697531e-06,1.488434680478e-06,0.000170692105730198,"earth",NA,"job265",NA,NA,NA,NA,NA,NA,NA
"31",31,"./Falisse_et_al_2022/Falisse_et_al_2022_job266.mat",0.939776594178131,62,608.22,3.98802008698183,3.92531375903623,0.45,0.45,0.999999990000009,1.00000000999999,4,3.95896775193661,9.91621442799721,7.03127877165303,24,5,-9.81,67.1744245653121,2097.23813663016,-9.16501047367573e-08,235.281757574494,-401.701674193499,1,1,1,1,1,1,0.42543533411595,0.297462626781959,0.457862609776145,5867.94851158896,160.715971992855,2903.91735151365,3169.5044828379,17.8012090044469,2.34783195522795e-06,1.6220835795185e-06,0.000148468394797468,"earth",NA,"job266",NA,NA,NA,NA,NA,NA,NA
"32",32,"./Falisse_et_al_2022/Falisse_et_al_2022_job267.mat",0.939776594178131,62,608.22,1.05676147769875,1.06078852228082,0.64,0.64,0.630970754792939,1.58485950799441,0.67,0.661834603026806,5.59858032280295,0.663641943663757,0,1,-9.81,56.3100152922596,612.404234322653,0.00114015803572789,63.6107089957574,-56.3868603738291,0.8,1.2,0.8,1.2,0.8,1.2,0.563805069633794,0.208363883684717,0.437871780146524,104.155066690366,61.1066887575731,49.9034196595692,27.7851836368607,1.18220946514485,9.19835473421897e-08,6.25193436259067e-08,1.3960567263473e-05,"earth",NA,"job267",NA,NA,NA,NA,NA,NA,NA
"33",33,"./Falisse_et_al_2022/Falisse_et_al_2022_job268.mat",0.939776594178131,62,608.22,1.24136550548217,1.25242068356798,0.64,0.64,5.00000049172428,0.199999980331031,6.3,6.24463163114234,6.62463500097155,7.40926661585186,0,1,-9.81,55.5645372366122,1151.49852492718,-1.65598708968803,19.4463808268587,-361.473703785777,1,1,1,1,1,1,0.437324144615797,0.413415250371572,0.461531207095973,4682.33305859156,101.653896119794,34496.7185078551,2560.02381403962,1335.61868228038,2.72008231458575e-06,1.15436256400901e-06,0.000128267529071471,"earth",NA,"job268",NA,NA,NA,NA,NA,NA,NA
"34",34,"./Falisse_et_al_2022/Falisse_et_al_2022_job269.mat",0.939776594178131,62,608.22,1.27742234268051,1.28846256235892,0.64,0.64,5.00000045958712,0.199999981616517,6.5,6.42480846948082,6.43797076465754,7.40824998717163,0,1,-9.81,55.5625626306189,1147.6795829371,-1.81237269307658,20.632268134119,-363.330511168988,1,1,1,1,1,1,0.436266171868406,0.412589416382257,0.459678247916292,4563.74586264578,98.1022880499235,30130.92211902,2522.54707052983,1289.5176340786,2.62747979704874e-06,1.12027353215384e-06,0.000122674798152642,"earth",NA,"job269",NA,NA,NA,NA,NA,NA,NA
"35",35,"./Falisse_et_al_2022/Falisse_et_al_2022_job270.mat",0.939776594178131,62,608.22,1.06654149807113,1.07104229389526,0.64,0.64,0.625020499248495,1.59994752364502,0.67,0.661920641065252,5.60673470945449,0.664694943253417,0,1,-9.81,56.0816202723441,609.737016121797,0.00107917803556591,59.4998036731063,-55.1444625015622,0.5,1.2,0.5,1.2,0.5,1.2,0.560780587340447,0.214628991688296,0.4386963028009,105.153415595797,60.056671550574,49.9443323687265,29.521954606657,1.13604501454102,8.81616745464205e-08,5.8175839156127e-08,1.42987442877261e-05,"earth",NA,"job270",NA,NA,NA,NA,NA,NA,NA
"36",36,"./Falisse_et_al_2022/Falisse_et_al_2022_job271.mat",0.939776594178131,62,608.22,1.06040929622122,1.06470411774098,0.64,0.64,0.628695305523699,1.59059562114434,0.67,0.661882362057623,5.60330898257653,0.664250397264439,0,1,-9.81,56.2814764365899,611.87961670338,0.00130077385755819,61.16913126293,-55.6974815571685,0.6,1.2,0.6,1.2,0.6,1.2,0.560319987950706,0.211583156683533,0.438518461424235,104.669190008334,60.428764538983,49.962401152605,28.6434509146779,1.14551077644949,8.93210722289962e-08,5.94802534966915e-08,1.42137409404129e-05,"earth",NA,"job271",NA,NA,NA,NA,NA,NA,NA
"37",37,"./Falisse_et_al_2022/Falisse_et_al_2022_job272.mat",0.939776594178131,62,608.22,1.06040929622122,1.06470411774098,0.64,0.64,0.628695305523699,1.59059562114434,0.67,0.661882362057623,5.60330898257653,0.664250397264439,0,1,-9.81,56.2814764365899,611.87961670338,0.00130077385755819,61.16913126293,-55.6974815571685,0.6,1.2,0.6,1.2,0.6,1.2,0.560319987950706,0.211583156683533,0.438518461424235,104.669190008334,60.428764538983,49.962401152605,28.6434509146779,1.14551077644949,8.93210722289962e-08,5.94802534966915e-08,1.42137409404129e-05,"earth",NA,"job272",NA,NA,NA,NA,NA,NA,NA
"38",38,"./Falisse_et_al_2022/Falisse_et_al_2022_job273.mat",0.939776594178131,62,608.22,1.05756388524842,1.06158049659717,0.64,0.64,0.63049944825467,1.58604421109038,0.67,0.661839456321962,5.5972295090595,0.663486686898839,0,1,-9.81,56.3331620169308,612.338857734638,0.00110181998455092,63.6550644359379,-56.3944246547505,0.8,1.2,0.8,1.2,0.8,1.2,0.565197407818755,0.208381005313158,0.437665663350951,104.080297640245,61.116616031789,49.8983656645271,27.7257595666066,1.18589390587126,9.18818380844327e-08,6.24365357390667e-08,1.40782131416688e-05,"earth",NA,"job273",NA,NA,NA,NA,NA,NA,NA
"39",39,"./Falisse_et_al_2022/Falisse_et_al_2022_job274.mat",0.939776594178131,62,608.22,1.05122446624851,1.05518362097062,0.63,0.63,0.634294852939865,1.57655386192264,0.67,0.661833989440099,5.60007173344237,0.663818116387146,0,1,-9.81,56.2579176338001,610.264189773364,0.00116468366573727,63.4437825878806,-55.7266456876854,1,1.2,1,1.2,1,1.2,0.562268799461896,0.206959571036977,0.437904427297594,104.16001596363,61.421478673667,49.9015345034759,27.4339067212601,1.20579119343935,9.15821720566723e-08,6.31840055474882e-08,1.40816661941704e-05,"earth",NA,"job274",NA,NA,NA,NA,NA,NA,NA
"40",40,"./Falisse_et_al_2022/Falisse_et_al_2022_job275.mat",0.939776594178131,62,608.22,1.04455780192065,1.04857401272873,0.63,0.63,0.638260946515023,1.56675730429711,0.67,0.661813064741043,5.60714711303667,0.664635799761079,0,1,-9.81,56.1600536627587,609.499284154577,0.00116279664232082,62.3165306310057,-55.0979119904248,1.2,1.2,1.2,1.2,1.2,1.2,0.554860920736662,0.206349175647247,0.43866892708237,104.240684298252,61.5048413196751,49.741245306722,27.5330274784164,1.20029766991948,9.27178031060783e-08,6.44440039813315e-08,1.33925764847469e-05,"earth",NA,"job275",NA,NA,NA,NA,NA,NA,NA
"41",41,"./Falisse_et_al_2022/Falisse_et_al_2022_job276.mat",0.939776594178131,62,608.22,1.16788282165893,1.17182725377426,0.63,0.63,0.664838120951308,1.50412554347683,0.78,0.770518235963716,5.13006586323914,0.707965844654454,0,1,-9.81,55.9304260348227,619.595588119736,0.000371780681512852,69.8551734121253,-58.8709940355725,0.5,1.2,0.5,1.2,0.5,1.2,0.561437831175765,0.215198980660647,0.436327939373251,108.810000899952,57.5530820949802,43.5141239392189,34.8337650588648,0.98980321231574,1.11572778778662e-07,6.99278500482506e-08,1.1892862797309e-05,"earth",NA,"job276",NA,NA,NA,NA,NA,NA,NA
"42",42,"./Falisse_et_al_2022/Falisse_et_al_2022_job277.mat",0.939776594178131,62,608.22,1.15841295307345,1.16230440900614,0.63,0.63,0.670259693314516,1.49195902718673,0.78,0.770503407833778,5.12235302343739,0.706887843704986,0,1,-9.81,56.145143102226,622.005888463888,0.00043465610517581,71.1075833256886,-59.9547937441015,0.6,1.2,0.6,1.2,0.6,1.2,0.559645621763132,0.212007812742459,0.436169316594123,107.834227852236,57.710243047687,43.5156261815928,34.2164746338449,1.00290938216927,1.13083993852984e-07,7.26103366143624e-08,1.17561510872971e-05,"earth",NA,"job277",NA,NA,NA,NA,NA,NA,NA
"43",43,"./Falisse_et_al_2022/Falisse_et_al_2022_job278.mat",0.939776594178131,62,608.22,1.13990894186182,1.14742840689909,0.63,0.63,0.678982827774423,1.47279129765006,0.78,0.770598804191989,5.11626768107914,0.706135478859529,0,1,-9.81,56.0995004871088,618.73621586471,0.000644348647509826,72.2800137989193,-60.9464260230904,0.8,1.2,0.8,1.2,0.8,1.2,0.555177182386442,0.20879253907373,0.436037078709629,107.205004918075,58.0867979504609,43.3463465736168,32.9906463819524,1.04006134464675,1.11807549689259e-07,7.31425158211298e-08,1.12778021037587e-05,"earth",NA,"job278",NA,NA,NA,NA,NA,NA,NA
