"","X","file","Pelvis_height","Model_mass","Model_weight","Step_length_R","Step_length_L","Duty_factor_R","Duty_factor_L","Stride_freq","Stride_time","Target_speed","Speed","COT.main","Meta","flight_time","contact_events_total","Gravity","cong","GRFvert_R_max","GRFvert_R_min","GRFfore_R_max","GRFfore_R_min","med_gas_r_tendon","med_gas_r_muscle","lat_gas_r_tendon","lat_gas_r_muscle","soleus_r_tendon","soleus_r_muscle","EMA_knee","EMA_ankle","EMA_hip","metabolic.energy","muscle.activation","actuator.excitation","joint.accelerations","limit.torques","dadt","dFdt","arm.accelerations","planet","scale","job","filename","status_color","COT.status","grf","gait","bounds","status"
"333",333,"./Falisse_et_al_2022_kepler186_scale316/Falisse_et_al_2022_kepler186_scale316_job1850.mat",1.59109752923296,316,3099.96,2.99378470912144,3.01333165805212,0.52,0.52,1.57711022166214,0.634071091712339,4.8,4.74723207020299,8.37164173665655,7.11799274015029,0,2,-11.477,54.7171370809583,7866.20529033675,-1.54077703577551e-05,909.356358332462,-1560.64401546021,1,1,1,1,1,1,5.44522370884838,2.65568853149481,4.8110069662522,27027.7042185363,145.760731771213,8302.38613465293,2161.67327222117,11.182752547301,1.69732832751274e-06,1.12219763748267e-06,5.73283116199101e-05,"kepler186","scale316","job1850",NA,NA,NA,NA,NA,NA,NA
"334",334,"./Falisse_et_al_2022_kepler186_scale316/Falisse_et_al_2022_kepler186_scale316_job1851.mat",1.59109752923296,316,3099.96,3.0591162337765,3.07869457387583,0.52,0.52,1.57558945261525,0.634683101197554,4.9,4.84607605206418,8.50032739243468,7.37789247961485,0,2,-11.477,54.7057059038779,7910.85009357908,-1.47819818658265e-06,943.909331312005,-1583.140668736,1,1,1,1,1,1,5.46428423061265,2.66986028051949,4.75049996605888,28994.8209831885,147.753032709851,11219.4197681024,2169.85496566845,13.7749753806865,1.64303412523188e-06,1.1010663280194e-06,6.25718617355683e-05,"kepler186","scale316","job1851",NA,NA,NA,NA,NA,NA,NA
"335",335,"./Falisse_et_al_2022_kepler186_scale316/Falisse_et_al_2022_kepler186_scale316_job1987.mat",1.59109752923296,316,3099.96,3.05141016486109,3.07136391688484,0.55,0.55,1.42144068172531,0.70351159415687,4.4,4.35074624703255,7.69626356581274,5.9972220582328,0,2,-11.477,54.291179781601,7103.42364362757,-0.519204030122373,1080.0041448245,-3130.76253159659,1,1,1,1,1,1,4.66510842514576,2.76193747522922,4.39423084074442,17284.853189072,149.555137577992,1113.49627943665,1587.08998544131,1624.51996633353,1.60164058171541e-06,9.97309287333836e-07,2.23091123773374e-05,"kepler186","scale316","job1987",NA,NA,NA,NA,NA,NA,NA
"336",336,"./Falisse_et_al_2022_kepler186_scale316/Falisse_et_al_2022_kepler186_scale316_v2.mat",1.59109752923296,316,3099.96,1.97370925764729,2.00253845117218,0.621428571428571,0.621428571428571,0.998092606770849,1.00191103833072,2,1.98319657920661,4.671083859293,1.65916612494395,0,2,-11.477,58.0704695815249,4523.15482318605,0.0161516100375374,574.112117232062,-794.706704022001,1,1,1,1,1,1,NA,NA,NA,1663.29566758082,144.282219083373,1374.84451463898,239.308538288917,2.01348469820963,7.85774196771476e-07,5.11537258481394e-07,4.07211808692729e-06,"kepler186","scale316","v2","kepler186_scale316_v2","#ffffff","4.6711","","walking","","ok"
"337",337,"./Falisse_et_al_2022_kepler186_scale38/Falisse_et_al_2022_kepler186_scale38_job1688.mat",0.803291926326754,38,372.78,2.08716272530122,2.07345243299262,0.36,0.36,2.4298292268252,0.411551556364557,5.1,5.04698009433358,6.87240239868928,6.21221697428689,30,2,-11.477,56.1602208950777,1105.25574335217,-0.691137885260284,135.170967061035,-281.356212718423,1,1,1,1,1,1,0.241679081720339,0.1761042668725,0.252576373930244,2156.60664311618,108.164519033924,358.124248741876,1995.87542197446,0.113336576642834,1.86932636729115e-06,1.22424737342588e-06,0.000109204398551374,"kepler186","scale38","job1688",NA,NA,NA,NA,NA,NA,NA
"338",338,"./Falisse_et_al_2022_kepler186_scale38/Falisse_et_al_2022_kepler186_scale38_job1689.mat",0.803291926326754,38,372.78,2.15995970065533,2.14311675408371,0.35,0.35,2.39597845411158,0.417366023590057,5.2,5.14623168192322,7.13736385638368,6.57860203041231,32,1,-11.477,57.0941527164994,1099.91927496258,-3.59679569794089e-06,142.000676437333,-252.872319027196,1,1,1,1,1,1,0.246063376151942,0.173392424538397,0.262884712466001,2494.98402908984,107.845227077391,501.066108922541,2241.26557396728,0.065955044556677,1.88748327448303e-06,1.19633598383565e-06,0.000124460120350648,"kepler186","scale38","job1689",NA,NA,NA,NA,NA,NA,NA
"339",339,"./Falisse_et_al_2022_kepler186_scale38/Falisse_et_al_2022_kepler186_scale38_job1690.mat",0.803291926326754,38,372.78,2.15625862460672,2.14308229815196,0.37,0.37,2.44416078607894,0.40913838635152,5.3,5.24479525428326,8.29251431297615,7.78970860563104,26,1,-11.477,57.7599365698496,1022.16839082781,-0.655181965061854,142.477359565585,-294.120665720416,1,1,1,1,1,1,0.238512364028171,0.175778835826487,0.268390469808443,3756.77637796398,115.725383531989,5576.4604447369,3060.34761009554,0.184308319001546,2.01726040415452e-06,1.3722569936882e-06,0.000156374813985762,"kepler186","scale38","job1690",NA,NA,NA,NA,NA,NA,NA
"340",340,"./Falisse_et_al_2022_kepler186_scale38/Falisse_et_al_2022_kepler186_scale38_job1691.mat",0.803291926326754,38,372.78,2.18171698241434,2.16893151940944,0.35,0.35,2.4599426277669,0.406513545768255,5.4,5.34514625418166,7.80722836554937,7.47416909617738,30,1,-11.477,55.9087203828575,1181.45024162766,-3.87880957645547e-05,148.434380256508,-306.093056592767,1,1,1,1,1,1,0.246559457521605,0.170372848162468,0.268279800805603,3458.32057655526,110.209001931265,4653.15582611314,3109.1632366752,0.0522465288422159,1.96644629340934e-06,1.23991632982549e-06,0.000154905035404036,"kepler186","scale38","job1691",NA,NA,NA,NA,NA,NA,NA
"341",341,"./Falisse_et_al_2022_kepler186_scale38/Falisse_et_al_2022_kepler186_scale38_job894.mat",0.803291926326754,38,372.78,0.18888189467327,0.199981765666801,0.89,0.89,0.500000002939687,1.99999998824125,0.1,0.0984453637083461,28.4145022028442,0.501004657423987,0,2,-11.477,65.551628395077,426.203036497454,3.87258526072306,23.9489433953573,-22.5443131005189,1,1,1,1,1,1,0.367585571610792,0.124353525444553,0.27559721448726,207.747754587501,176.834608053452,158.899209348133,53.6466414772734,2.26315811837019,1.86685739272143e-07,1.14659174533641e-07,6.30493304774461e-05,"kepler186","scale38","job894","kepler186_scale38_job894","#f4cccc","28.4145","","walking","","strange_movement"
"342",342,"./Falisse_et_al_2022_kepler186_scale38/Falisse_et_al_2022_kepler186_scale38_job895.mat",0.803291926326754,38,372.78,0.770457962362456,0.777388085895302,0.68,0.68,0.642814187413212,1.55565950406938,0.5,0.494256586995189,7.41525000870435,0.656424387048046,0,2,-11.477,61.0956282073866,440.502775044063,0.0326920353055783,32.6977322512574,-36.3441467488002,1,1,1,1,1,1,0.313508287124881,0.125018914300272,0.272915867848706,91.9768897004968,66.6892156588053,34.7363642195277,37.4214889896279,1.13034786735934,1.27504614233825e-07,7.48910660023926e-08,4.84446995014066e-05,"kepler186","scale38","job895","kepler186_scale38_job895","#ffffff","7.4153","","walking","","ok"
"343",343,"./Falisse_et_al_2022_kepler186_scale38/Falisse_et_al_2022_kepler186_scale38_job896.mat",0.803291926326754,38,372.78,1.15126324807202,1.1529085953399,0.59,0.59,0.865561483567029,1.15531943020263,1,0.987893298811673,4.97074492057239,0.879504286054141,0,1,-11.477,57.8787206632435,460.513136518557,-0.0226994348905099,53.5875540097734,-53.2176477545992,1,1,1,1,1,1,0.346639533189566,0.126258432915963,0.257145228013699,102.726005825484,56.4928112699036,19.628695714787,59.2489952723822,1.08941078821028,2.68289568594725e-07,1.48867478337087e-07,3.71856387989173e-05,"kepler186","scale38","job896","kepler186_scale38_job896","#ffffff","4.9707","","walking","","ok"
"344",344,"./Falisse_et_al_2022_kepler186_scale38/Falisse_et_al_2022_kepler186_scale38_job897.mat",0.803291926326754,38,372.78,1.35459433119594,1.35667585268964,0.57,0.57,1.10153472026218,0.907824312393878,1.5,1.48261048707423,4.73199984944854,1.25654554058974,0,1,-11.477,62.4511290253245,556.820405497031,-0.305854900838083,56.8730559983543,-102.269242577312,1,1,1,1,1,1,0.336023664173335,0.128542592466841,0.25157784492197,172.494149138435,64.0646199046812,19.5311033692674,129.75018341796,1.13279693188729,5.2525741320257e-07,2.93537434652358e-07,9.90485961327109e-05,"kepler186","scale38","job897","kepler186_scale38_job897","#ffffff","4.732","","walking","","ok"
"345",345,"./Falisse_et_al_2022_kepler186_scale38/Falisse_et_al_2022_kepler186_scale38_job898.mat",0.803291926326754,38,372.78,1.32860020451718,1.33594901036915,0.54,0.54,1.48709501528476,0.672451988421543,2,1.97802492376045,5.27181250108967,1.86766146636668,0,2,-11.477,57.4770376183159,713.908144474528,0.112948916029812,58.3216525146836,-144.249816005573,1,1,1,1,1,1,0.237098457769801,0.143999069138414,0.292507577935542,321.009614148282,88.1730598586667,25.7724847500034,299.788534633004,0.159435867650027,9.89184678843406e-07,5.45047619423182e-07,0.000122984127832852,"kepler186","scale38","job898","kepler186_scale38_job898","#ffffff","5.2728","","grounded running","","ok"
"346",346,"./Falisse_et_al_2022_kepler186_scale38/Falisse_et_al_2022_kepler186_scale38_job899.mat",0.803291926326754,38,372.78,1.39879678243611,1.4027019347393,0.5,0.5,1.76674923674254,0.566011281738974,2.5,2.47340885397654,5.15622590994612,2.2842008630622,2,2,-11.477,55.8617816484455,730.076917133713,-0.140312894753576,62.5987454352271,-168.471941965628,1,1,1,1,1,1,0.227920911561912,0.142172374489941,0.280267168320283,407.932587006329,94.0905518119415,31.9211863093962,431.899013379938,0.0995905685275035,1.32304982401096e-06,7.30068781544104e-07,9.89249216506789e-05,"kepler186","scale38","job899","kepler186_scale38_job899","#ffffff","5.1562","","grounded running","","ok"
"347",347,"./Falisse_et_al_2022_kepler186_scale38/Falisse_et_al_2022_kepler186_scale38_job900.mat",0.803291926326754,38,372.78,2.59190508672838,2.56157945488471,0.43,0.43,1.14706397246494,0.87179095848603,3,2.97412654372514,6.81008715482931,3.62759300995692,24,3,-11.477,60.1730397224981,1065.68093250319,-0.0175795459896285,124.605849809212,-179.773755663512,1,1,1,1,1,1,0.335217198763172,0.187195034462844,0.257110803300027,1156.25865202818,120.164935336615,118.602967542756,1165.58984984529,2.68382513396888,2.09229339951807e-06,1.07864319693087e-06,0.000145386636632654,"kepler186","scale38","job900","kepler186_scale38_job900","#fce5cd","6.8101","","weird skipping (leg going out to the side)","","unknown"
"348",348,"./Falisse_et_al_2022_kepler186_scale38/Falisse_et_al_2022_kepler186_scale38_job901.mat",0.803291926326754,38,372.78,2.10013522292878,2.09144968089017,0.43,0.43,1.65669908533065,0.603609918575174,3.5,3.45780589446262,11.2109766003829,6.94305330832595,16,4,-11.477,61.3224246316064,1172.20584023819,-0.0650281309089327,144.386764818607,-249.831710175977,1,1,1,1,1,1,0.275801689257475,0.172791098363601,0.290701967097925,3702.54505854324,169.318536853273,717.330115303714,3357.803811474,3.75344771418813,3.05819883379782e-06,1.60115172958024e-06,0.000188486290807638,"kepler186","scale38","job901","kepler186_scale38_job901","#fce5cd","11.211","","grounded running (with weird ankle and toe movement)","","unknown"
"349",349,"./Falisse_et_al_2022_kepler186_scale38/Falisse_et_al_2022_kepler186_scale38_job902.mat",0.803291926326754,38,372.78,1.74638109462834,1.73764778615375,0.39,0.39,2.27412057849138,0.439730421270532,4,3.95872611204274,5.46065571281521,3.87174454194572,24,2,-11.477,56.6631790453031,1008.05204730555,-1.35397640283911e-05,111.34815999224,-252.130260712712,1,1,1,1,1,1,0.235852413669654,0.163290715763154,0.259208482311264,871.390268486338,98.3140979878955,101.016666354568,857.965928219289,0.0338454830904624,1.83208601123391e-06,1.06054842423861e-06,0.000114642007575319,"kepler186","scale38","job902","kepler186_scale38_job902","#ffffff","5.4607","","grounded running","","ok"
"350",350,"./Falisse_et_al_2022_kepler186_scale38/Falisse_et_al_2022_kepler186_scale38_job903.mat",0.803291926326754,38,372.78,3.96489330171931,3.94512553451978,0.46,0.46,1.12499998890784,0.888888897653067,4.5,4.45542460139898,9.57320283337301,7.63928658232702,20,6,-11.477,62.3236311966565,1192.34258119756,-6.98983421473713,111.434773731007,-528.238335994125,1,1,1,1,1,1,0.260278213670994,0.194798771604734,0.309386636756875,4097.79432975718,142.779742640752,4936.81750265415,3409.77171039623,6.80306322701376,2.4141119696196e-06,1.4696485019215e-06,0.000165669386701087,"kepler186","scale38","job903","kepler186_scale38_job903","#ff0000","9.5732","","fast little steps","","not_feasible"
"351",351,"./Falisse_et_al_2022_kepler186_scale38/Falisse_et_al_2022_kepler186_scale38_job904.mat",0.803291926326754,38,372.78,2.0303023504669,2.01784845667378,0.37,0.37,2.44833304063631,0.408441165234654,5,4.94789033247011,6.76197354573448,5.99238869289999,28,2,-11.477,55.9616554362156,1082.13730592425,-0.610795436276973,131.276060531789,-275.405326449654,1,1,1,1,1,1,0.239111125776612,0.174745894646103,0.256125750448217,1989.28499072409,108.381815434304,242.689997470616,1823.67533173188,0.218442537504782,1.90867306262084e-06,1.26053292525693e-06,0.000116039310688211,"kepler186","scale38","job904","kepler186_scale38_job904","#ffffff","6.762","","running (some lateral movement at ankle joint)","","ok"
"352",352,"./Falisse_et_al_2022_kepler186_scale38/Falisse_et_al_2022_kepler186_scale38_job905.mat",0.803291926326754,38,372.78,2.22068946172791,2.21448779836563,0.37,0.37,2.45612601621405,0.407145233346549,5.5,5.44371667547556,7.83547900527687,7.63954526352794,28,2,-11.477,62.7541987597188,1137.45975842,-0.039253748789414,135.474633335974,-287.545207383783,1,1,1,1,1,1,0.245325410979244,0.178592841650876,0.273367649478451,3405.81863623133,110.968880240196,5735.34261259942,3149.588495036,0.560600232639391,1.91720207506775e-06,1.20720238907823e-06,0.000146985685867829,"kepler186","scale38","job905","kepler186_scale38_job905","#ed7d31","7.8355","","running","","restoration_failed"
"353",353,"./Falisse_et_al_2022_kepler186_scale38/Falisse_et_al_2022_kepler186_scale38_job906.mat",0.803291926326754,38,372.78,2.34639660137355,2.33164622147567,0.33,0.33,2.54211070500662,0.393373899110894,6,5.93783057654986,6.59756752456812,7.01646056923575,36,2,-11.477,58.5206993069708,1168.30502866833,-0.575050899150939,100.650051803651,-260.670918316136,1,1,1,1,1,1,0.22987289401083,0.171455469736449,0.27429336530308,2641.86122297039,100.447157756016,3841.93327062269,2762.43817476397,0.0994193817970315,1.90856342853005e-06,1.21537204341137e-06,0.00014297111620024,"kepler186","scale38","job906","kepler186_scale38_job906","#ff0000","6.5976","","running","","not_feasible"
"354",354,"./Falisse_et_al_2022_kepler186_scale4/Falisse_et_al_2022_kepler186_scale4_job1969.mat",0.395484520642143,4,39.24,1.04354764541273,1.03569659601056,0.33,0.33,3.52729538055804,0.283503333889149,3.7,3.66228453206435,11.9460367178117,7.83578247602051,48,2,-11.477,55.7507509789958,123.687224078794,-0.0404724325620497,10.9565383612674,-14.0185781176019,1,1,1,1,1,1,0.0117552936357617,0.00678620233685646,0.0135591825064614,519.359710214527,151.132878338006,12.3773854294248,4476.52031435304,0.275417116997389,3.39967317183977e-06,1.23470601103596e-06,0.00022243581503844,"kepler186","scale4","job1969",NA,NA,NA,NA,NA,NA,NA
"355",355,"./Falisse_et_al_2022_kepler186_scale4/Falisse_et_al_2022_kepler186_scale4_job1974.mat",0.395484520642143,4,39.24,0.903919385553167,0.89600361011732,0.32,0.32,3.85673166642612,0.259286900539456,3.5,3.46623563849044,12.465088996219,7.73855565056404,48,2,-11.477,55.5293280721409,127.210954914551,-0.00150189196836471,11.7794563416556,-12.1169264361757,1,1,1,1,1,1,0.0114636976051367,0.00839253184232569,0.0134469716374324,524.742200568646,171.132012224113,11.1124838298949,5024.79050385018,0.550385544159667,3.89551800641947e-06,1.63452906406301e-06,0.000243570357348408,"kepler186","scale4","job1974",NA,NA,NA,NA,NA,NA,NA
"356",356,"./Falisse_et_al_2022_kepler186_scale4/Falisse_et_al_2022_kepler186_scale4_job1979.mat",0.395484520642143,4,39.24,0.881437513079114,0.872779586272067,0.32,0.32,3.72958529732291,0.268126325121938,3.3,3.26619307178761,13.419691670308,7.85038279864225,48,2,-11.477,55.6525895182454,130.023650311683,-0.0323228068576607,12.3315055953208,-11.8596312935286,1,1,1,1,1,1,0.011394478560773,0.00821240719420973,0.0133067766262186,611.219934611918,181.716248076592,12.4988881478045,5049.38637072908,0.393226172976461,4.10804034162599e-06,1.74343975752441e-06,0.000256558000972372,"kepler186","scale4","job1979",NA,NA,NA,NA,NA,NA,NA
"357",357,"./Falisse_et_al_2022_kepler186_scale4/Falisse_et_al_2022_kepler186_scale4_job1996.mat",0.395484520642143,4,39.24,1.10491817779315,1.09657894914186,0.3,0.3,2.70116729555428,0.370210316719683,3,2.96977589054847,10.4442284484448,5.55528677759498,50,2,-11.477,56.0606039616836,121.011441786973,-9.24082506118651e-05,14.1551505175424,-14.6030300157992,1,1,1,1,1,1,0.0112058618846029,0.00689904849944784,0.0126028841825178,314.434780149946,142.039732136461,6.002341557442,1612.01217132784,2.28870749804336,2.926395531996e-06,1.10927351039655e-06,0.000254031073144475,"kepler186","scale4","job1996",NA,NA,NA,NA,NA,NA,NA
"358",358,"./Falisse_et_al_2022_kepler186_scale5/Falisse_et_al_2022_kepler186_scale5_job1617.mat",0.423568162083412,5,49.05,1.09152027659123,1.08047013236204,0.28,0.28,3.28620996095266,0.304301919804936,3.6,3.56309261616738,11.6568860885253,7.43902652230366,52,2,-11.477,56.1196849080722,166.956520751046,-0.113916626324283,18.5911849428206,-19.6197685564162,1,1,1,1,1,1,0.0153265402660578,0.0102758437448132,0.0180077426144704,653.887462590814,149.575502374233,22.8760287498771,4969.93929005929,0.173167551110367,3.49522240227455e-06,1.49839707484758e-06,0.000226954808714736,"kepler186","scale5","job1617",NA,NA,NA,NA,NA,NA,NA
"359",359,"./Falisse_et_al_2022_kepler186_scale5/Falisse_et_al_2022_kepler186_scale5_job1619.mat",0.423568162083412,5,49.05,1.2530994064534,1.24290754293013,0.31,0.31,3.01964428414011,0.331164834630436,3.8,3.76199157783622,11.8275058872066,7.96924970766797,48,2,-11.477,56.030937353537,148.984200946411,-0.00332707350248874,15.9001072550608,-16.9320431554045,1,1,1,1,1,1,0.015329976366247,0.00936186832382753,0.0185176537113031,685.727722116623,153.929495708558,19.265389139709,4307.51009358415,2.83074829067414,2.9730844135948e-06,1.26101591062796e-06,0.000211696256148325,"kepler186","scale5","job1619",NA,NA,NA,NA,NA,NA,NA
"360",360,"./Falisse_et_al_2022_kepler186_scale5/Falisse_et_al_2022_kepler186_scale5_job1620.mat",0.423568162083412,5,49.05,1.03901217431324,1.02946596784914,0.32,0.32,3.74027229912193,0.267360213381994,3.9,3.8625135688295,11.1492773278617,7.7129973065389,48,2,-11.477,55.6168506914862,163.680162187408,-0.0459928350202355,15.7311550973302,-16.2201236543364,1,1,1,1,1,1,0.0156009243937158,0.0111951376970109,0.0177432713274925,607.884784747398,152.065006385251,28.1882794915739,4502.02306580716,0.615064254200717,3.49163395383191e-06,1.52545107735361e-06,0.000217426132620286,"kepler186","scale5","job1620",NA,NA,NA,NA,NA,NA,NA
"361",361,"./Falisse_et_al_2022_kepler186_scale5/Falisse_et_al_2022_kepler186_scale5_job528.mat",0.423568162083412,5,49.05,0.197101994278443,0.200076967599763,0.8,0.8,0.500000045683759,1.99999981726498,0.1,0.0990983568893627,27.4602049417922,0.487390063804794,0,2,-11.477,68.3658633783401,57.2763222105293,0.156236100489541,2.44492702357359,-1.72259759432182,1,1,1,1,1,1,0.0168981336496705,0.0103221950275106,0.020440044436323,40.5518799048158,110.012175817451,9.34536323717206,41.8323286263039,5.89840305566505,7.62659206205641e-08,4.41575662985458e-08,0.000123737655010033,"kepler186","scale5","job528",NA,NA,NA,NA,NA,NA,NA
"362",362,"./Falisse_et_al_2022_kepler186_scale5/Falisse_et_al_2022_kepler186_scale5_job529.mat",0.423568162083412,5,49.05,0.55614360781445,0.560531844346914,0.58,0.58,0.888038924247262,1.12607676611432,0.5,0.493873987554127,7.98714335279664,0.706503105100677,0,2,-11.477,55.2203582519885,62.9641185019607,0.026478295539797,13.2225962040803,-12.2377009024587,1,1,1,1,1,1,0.0196662656198275,0.010464054604535,0.0179326100750365,27.3604387995031,39.7225800867636,6.91904711759295,75.0459650504656,1.52894058461928,2.00482245279187e-07,8.93787980665697e-08,0.000300648915693941,"kepler186","scale5","job529",NA,NA,NA,NA,NA,NA,NA
"363",363,"./Falisse_et_al_2022_kepler186_scale5/Falisse_et_al_2022_kepler186_scale5_job530.mat",0.423568162083412,5,49.05,0.713040867620362,0.718611741466468,0.57,0.57,1.38595385301825,0.721524744725274,1,0.989138507655926,6.90811235932977,1.22383521489437,0,2,-11.477,58.2379652526943,87.8908639681881,0.0306589322861736,12.0463020143813,-10.5872112833965,1,1,1,1,1,1,0.0223043488763707,0.00895936832770801,0.0190937401957635,49.3510676197996,51.1858612979098,7.97069568474177,193.298318679726,0.910676833187422,6.01789575705712e-07,2.28556525418838e-07,0.000347768610530596,"kepler186","scale5","job530",NA,NA,NA,NA,NA,NA,NA
"364",364,"./Falisse_et_al_2022_kepler186_scale5/Falisse_et_al_2022_kepler186_scale5_job531.mat",0.423568162083412,5,49.05,0.788363711328864,0.787270911107106,0.46,0.46,1.88370221261503,0.530869472522284,1.5,1.48385972971876,9.4164379257345,2.50256830484667,24,2,-11.477,54.3982654494265,104.426022129566,0.113166921475629,17.1006514553949,-18.338776118707,1,1,1,1,1,1,0.0146031409818177,0.011282686540282,0.0204011954952512,146.701292297746,94.8762816169133,7.58707400732585,685.037641543949,1.36418228903081,1.79275759946143e-06,6.59103774852144e-07,0.00035037286111269,"kepler186","scale5","job531",NA,NA,NA,NA,NA,NA,NA
"365",365,"./Falisse_et_al_2022_kepler186_scale5/Falisse_et_al_2022_kepler186_scale5_job532.mat",0.423568162083412,5,49.05,1.36693110061671,1.37317461122939,0.43,0.43,1.45491442946085,0.687325645928585,2,1.97920143600824,11.638235315823,4.12556633725587,52,4,-11.477,56.0522907373193,142.681334070619,-0.172175274554048,33.1991053208929,-16.1492041563042,1,1,1,1,1,1,0.0183361092401223,0.00987476445709952,0.0180519610228999,340.642199439835,159.191359110379,9.72252241421426,1618.21935945195,2.24725765635771,3.42121290791212e-06,1.48249096673989e-06,0.000353298254700387,"kepler186","scale5","job532",NA,NA,NA,NA,NA,NA,NA
"366",366,"./Falisse_et_al_2022_kepler186_scale5/Falisse_et_al_2022_kepler186_scale5_job533.mat",0.423568162083412,5,49.05,1.10957417420177,1.10101562955333,0.29,0.29,2.24066561925745,0.446295953936847,2.5,2.47488205329506,10.1088553905833,4.48087608098679,52,2,-11.477,56.2210404917174,163.679501384051,-0.00065257408443979,20.4405817566458,-23.7553084315292,1,1,1,1,1,1,0.0148814682382514,0.0141918894719659,0.0180649827277386,352.349793653088,126.756533129394,9.56135489012026,1354.44581823257,1.14469895631782,3.04596306514916e-06,1.21810434568333e-06,0.000278667794638109,"kepler186","scale5","job533",NA,NA,NA,NA,NA,NA,NA
"367",367,"./Falisse_et_al_2022_kepler186_scale5/Falisse_et_al_2022_kepler186_scale5_job534.mat",0.423568162083412,5,49.05,1.21051625698052,1.20349200224064,0.3,0.3,2.46288952743519,0.406027143670297,3,2.9697445253254,9.45117160629694,5.02702659147066,48,2,-11.477,56.0229499325494,151.706130596301,-0.291555874946316,17.6846180946045,-17.1910968345591,1,1,1,1,1,1,0.0151243145840066,0.00945904496328518,0.0166437139806517,319.307981579928,127.816014723836,7.62322680506215,1372.62615042876,3.97941465666883,2.65666040425281e-06,1.01647614985888e-06,0.000245454552459002,"kepler186","scale5","job534",NA,NA,NA,NA,NA,NA,NA
"368",368,"./Falisse_et_al_2022_kepler186_scale5/Falisse_et_al_2022_kepler186_scale5_job535.mat",0.423568162083412,5,49.05,1.22596813056507,1.21764114141122,0.32,0.32,2.83986363301106,0.3521295841025,3.5,3.46417144825581,11.5984208126249,7.19622415951364,48,2,-11.477,56.0982961336843,155.875334178017,-0.0228728530173503,17.6640003696613,-16.0837470742836,1,1,1,1,1,1,0.0153453475259215,0.00955607543495494,0.0173915033420847,577.110941798416,155.622772909037,13.3480641505524,2949.04923991657,4.09486838727191,2.99844251493132e-06,1.20943109811065e-06,0.000238300391193555,"kepler186","scale5","job535",NA,NA,NA,NA,NA,NA,NA
"369",369,"./Falisse_et_al_2022_kepler186_scale5/Falisse_et_al_2022_kepler186_scale5_job536.mat",0.423568162083412,5,49.05,1.11799607554791,1.10980679787445,0.31,0.31,3.56389791205496,0.280591651241603,4,3.96377958835413,10.9249529379409,7.7559591867116,48,2,-11.477,56.0738920106372,157.817743099479,-0.223587919367143,15.2889954563602,-12.9860476979922,1,1,1,1,1,1,0.015605326255022,0.00945956987019843,0.0165824667144607,597.193564451039,141.064404165296,21.3133748024606,4281.38908636813,0.187706542781992,3.23330366136319e-06,1.30339128313337e-06,0.000211744629793462,"kepler186","scale5","job536",NA,NA,NA,NA,NA,NA,NA
"370",370,"./Falisse_et_al_2022_kepler186_scale5/Falisse_et_al_2022_kepler186_scale5_job537.mat",0.423568162083412,5,49.05,0.897444299409943,0.893919236355692,0.39,0.39,4.98567005086155,0.200574845466798,4.5,4.46191503728895,8.33328041890577,6.65953239601097,40,2,-11.477,55.2572263534213,140.651369256621,-0.144498891659938,10.9337562065567,-6.93355566530567,1,1,1,1,1,1,0.0158581196518166,0.0136295403610324,0.0166495491588416,372.170383744408,130.064272616463,22.7377476803084,3917.30844168132,0.806480435806405,3.66830902047285e-06,1.65148305200911e-06,0.000182441068657828,"kepler186","scale5","job537",NA,NA,NA,NA,NA,NA,NA
"371",371,"./Falisse_et_al_2022_kepler186_scale5/Falisse_et_al_2022_kepler186_scale5_job538.mat",0.423568162083412,5,49.05,0.989336589730753,0.986084027517932,0.39,0.39,5.00000049778823,0.199999980088473,5,4.93502932551255,7.47302816253353,6.60530384462403,40,2,-11.477,55.2311186007548,141.360284976359,-0.0418088981269031,10.7418450842529,-8.18449226035558,1,1,1,1,1,1,0.0162188414469372,0.0138123803039787,0.0152317668773238,347.899292188782,108.514887438533,20.5897147614773,3570.62945882627,0.534674673134423,3.20286879866853e-06,1.32882799014377e-06,0.000174752010134549,"kepler186","scale5","job538",NA,NA,NA,NA,NA,NA,NA
"372",372,"./Falisse_et_al_2022_kepler186_scale5/Falisse_et_al_2022_kepler186_scale5_job539.mat",0.423568162083412,5,49.05,1.20552072146339,1.2015355047445,0.37,0.37,4.54501502375202,0.220021274907575,5.5,5.46645094424932,7.5126572123112,7.35538604992121,42,2,-11.477,55.3321700601258,152.029085967734,-0.212362527696068,5.96755918762005,-13.0052573222489,1,1,1,1,1,1,0.016638817313206,0.00892847813872466,0.0166633160243785,369.955818819497,105.92957871817,18.2468228227327,3374.24189004652,0.123638152123282,2.6833963563525e-06,1.23952584959239e-06,0.00015468884681646,"kepler186","scale5","job539",NA,NA,NA,NA,NA,NA,NA
"373",373,"./Falisse_et_al_2022_kepler186_scale5/Falisse_et_al_2022_kepler186_scale5_v1.mat",0.423568162083412,5,49.05,3.85031970978712,3.85039580506228,0.96,0.96,1.0574742129897,0.94564953709159,5.5,4.07124613843857,1.03179771561411,0.752364620658573,100,0,-11.477,60.5931845626822,6.66517314908414,2.59417751986845,-8.46589237826938,-21.3322115964446,1,1,1,1,1,1,0.0317114238687562,0.00530399013809268,0.00994625037967495,2.63698930702441,8.43419948003839,0.566918841665127,36.7510486600641,2.07713650400708,3.97390754930584e-10,2.87532252851585e-10,1.61010567752244e-07,"kepler186","scale5","v1",NA,NA,NA,NA,NA,NA,NA
