"Observation.id","Observation.date","Description","Subject","Behavior","Behavioral.category","Modifiers","Behavior.type","Start..s.","Stop..s.","Duration..s."
"Day1_Ind2","2020-02-27 12:35:28",NA,2,"Browsing","Browsing","Low","STATE","41665.990","41669.993","4.003"
"Day1_Ind2","2020-02-27 12:35:28",NA,2,"Movement","Locomotion","Walking","STATE","41670.243","41676.243","6.000"
"Day1_Ind2","2020-02-27 12:35:28",NA,2,"Standing",NA,NA,"STATE","41676.739","41677.741","1.002"
"Day1_Ind2","2020-02-27 12:35:28",NA,2,"Other",NA,NA,"STATE","41678.241","41684.240","5.999"
"Day1_Ind2","2020-02-27 12:35:28",NA,2,"Movement","Locomotion","Walking","STATE","41684.492","41685.744","1.252"
"Day1_Ind2","2020-02-27 12:35:28",NA,2,"Other",NA,NA,"STATE","41687.744","41688.742","0.998"
"Day1_Ind2","2020-02-27 12:35:28",NA,2,"Standing",NA,NA,"STATE","41689.494","41690.493","0.999"
"Day1_Ind2","2020-02-27 12:35:28",NA,2,"Other",NA,NA,"STATE","41692.241","41693.494","1.253"
"Day1_Ind2","2020-02-27 12:35:28",NA,2,"Movement","Locomotion","Trotting","STATE","41695.754","41702.000","6.246"
"Day1_Ind2","2020-02-27 12:35:28",NA,2,"Movement","Locomotion","Walking","STATE","41702.753","41705.500","2.747"
"Day1_Ind2","2020-02-27 12:35:28",NA,2,"Movement","Locomotion","Trotting","STATE","41706.054","41710.553","4.499"
"Day1_Ind2","2020-02-27 12:35:28",NA,2,"Movement","Locomotion","Walking","STATE","41712.200","41713.202","1.002"
"Day1_Ind2","2020-02-27 12:35:28",NA,2,"Agnostic behavior",NA,NA,"STATE","41713.950","41714.452","0.502"
"Day1_Ind2","2020-02-27 12:35:28",NA,2,"Movement","Locomotion","Walking","STATE","41716.200","41719.229","3.029"
"Day1_Ind2","2020-02-27 12:35:28",NA,2,"Standing",NA,NA,"STATE","41719.471","41723.000","3.529"
"Day1_Ind2","2020-02-27 12:35:28",NA,2,"Movement","Locomotion","Walking","STATE","41724.470","41730.343","5.873"
"Day1_Ind2","2020-02-27 12:35:28",NA,2,"Other",NA,NA,"STATE","41730.402","41731.153","0.751"
"Day1_Ind2","2020-02-27 12:35:28",NA,2,"Movement","Locomotion","Walking","STATE","41731.403","41735.005","3.602"
"Day1_Ind2","2020-02-27 12:35:28",NA,2,"Grazing","Foraging","Ground","STATE","41736.022","41736.808","0.786"
"Day1_Ind2","2020-02-27 12:35:28",NA,2,"Movement","Locomotion","Walking","STATE","41738.053","41738.668","0.615"
"Day1_Ind2","2020-02-27 12:35:28",NA,2,"Movement","Locomotion","Trotting","STATE","41739.171","41743.672","4.501"
"Day1_Ind2","2020-02-27 12:35:28",NA,2,"Movement","Locomotion","Walking","STATE","41744.699","41746.073","1.374"
"Day1_Ind2","2020-02-27 12:35:28",NA,2,"Movement","Locomotion","Walking","STATE","41747.070","41747.820","0.750"
"Day1_Ind2","2020-02-27 12:35:28",NA,2,"Browsing","Browsing","Low","STATE","41748.819","41755.069","6.250"
"Day1_Ind2","2020-02-27 12:35:28",NA,2,"Movement","Locomotion","Walking","STATE","41755.750","41758.500","2.750"
"Day1_Ind2","2020-02-27 12:35:28",NA,2,"Movement","Locomotion","Trotting","STATE","41760.869","41766.370","5.501"
"Day1_Ind2","2020-02-27 12:35:28",NA,2,"Other",NA,NA,"STATE","41767.020","41767.520","0.500"
"Day1_Ind2","2020-02-27 12:35:28",NA,2,"Movement","Locomotion","Walking","STATE","41769.300","41769.770","0.470"
"Day1_Ind2","2020-02-27 12:35:28",NA,2,"Movement","Locomotion","Walking","STATE","41771.800","41776.070","4.270"
"Day1_Ind2","2020-02-27 12:35:28",NA,2,"Movement","Locomotion","Trotting","STATE","41777.319","41780.320","3.001"
"Day1_Ind2","2020-02-27 12:35:28",NA,2,"Other",NA,NA,"STATE","41781.319","41782.099","0.780"
"Day1_Ind2","2020-02-27 12:35:28",NA,2,"Movement","Locomotion","Trotting","STATE","41782.100","41782.849","0.749"
"Day1_Ind2","2020-02-27 12:35:28",NA,2,"Missing data",NA,NA,"STATE","41784.599","41786.850","2.251"
"Day1_Ind2","2020-02-27 12:35:28",NA,2,"Movement","Locomotion","Trotting","STATE","41787.350","41789.099","1.749"
"Day1_Ind2","2020-02-27 12:35:28",NA,2,"Movement","Locomotion","Walking","STATE","41791.499","41793.999","2.500"
"Day1_Ind2","2020-02-27 12:35:28",NA,2,"Standing",NA,NA,"STATE","41794.989","41797.239","2.250"
"Day1_Ind2","2020-02-27 12:35:28",NA,2,"Grazing","Foraging","Ground","STATE","41799.769","41803.269","3.500"
"Day1_Ind2","2020-02-27 12:35:28",NA,2,"Standing",NA,NA,"STATE","41804.669","41806.170","1.501"
"Day1_Ind2","2020-02-27 12:35:28",NA,2,"Movement","Locomotion","Walking","STATE","41807.919","41808.669","0.750"
"Day1_Ind2","2020-02-27 12:35:28",NA,2,"Missing data",NA,NA,"STATE","41811.820","41813.820","2.000"
"Day1_Ind2","2020-02-27 12:35:28",NA,2,"Movement","Locomotion","Trotting","STATE","41815.070","41816.719","1.649"
"Day1_Ind2","2020-02-27 12:35:28",NA,2,"Movement","Locomotion","Walking","STATE","41817.970","41825.970","8.000"
"Day1_Ind2","2020-02-27 12:35:28",NA,2,"Browsing","Browsing","Low","STATE","41827.399","41832.400","5.001"
"Day1_Ind2","2020-02-27 12:35:28",NA,2,"Movement","Locomotion","Walking","STATE","41834.139","41839.200","5.061"
"Day1_Ind2","2020-02-27 12:35:28",NA,2,"Standing",NA,NA,"STATE","41840.949","41842.449","1.500"
"Day1_Ind2","2020-02-27 12:35:28",NA,2,"Movement","Locomotion","Walking","STATE","41844.200","41846.440","2.240"
"Day1_Ind2","2020-02-27 12:35:28",NA,2,"Missing data",NA,NA,"STATE","41848.690","41856.689","7.999"
"Day1_Ind2","2020-02-27 12:35:28",NA,2,"Missing data",NA,NA,"STATE","41860.939","41866.445","5.506"
"Day1_Ind2","2020-02-27 12:35:28",NA,2,"Movement","Locomotion","Walking","STATE","41866.670","41866.689","0.019"
"Day1_Ind2","2020-02-27 12:35:28",NA,2,"Movement","Locomotion","Trotting","STATE","41867.570","41869.290","1.720"
"Day1_Ind2","2020-02-27 12:35:28",NA,2,"Movement","Locomotion","Walking","STATE","41871.039","41873.040","2.001"
"Day1_Ind2","2020-02-27 12:35:28",NA,2,"Missing data",NA,NA,"STATE","41874.790","41877.043","2.253"
"Day1_Ind2","2020-02-27 12:35:28",NA,2,"Movement","Locomotion","Walking","STATE","41879.790","41881.039","1.249"
"Day1_Ind2","2020-02-27 12:35:28",NA,2,"Other",NA,NA,"STATE","41881.090","41882.089","0.999"
"Day1_Ind2","2020-02-27 12:35:28",NA,2,"Movement","Locomotion","Walking","STATE","41883.589","41885.089","1.500"
"Day1_Ind2","2020-02-27 12:35:28",NA,2,"Grazing","Foraging","Ground","STATE","41887.120","41890.369","3.249"
"Day1_Ind2","2020-02-27 12:35:28",NA,2,"Movement","Locomotion","Walking","STATE","41891.650","41891.900","0.250"
"Day1_Ind2","2020-02-27 12:35:28",NA,2,"Movement","Locomotion","Trotting","STATE","41893.019","41895.269","2.250"
"Day1_Ind2","2020-02-27 12:35:28",NA,2,"Movement","Locomotion","Walking","STATE","41896.520","41904.949","8.429"
"Day1_Ind2","2020-02-27 12:35:28",NA,2,"Movement","Locomotion","Walking","STATE","41906.949","41908.450","1.501"
"Day1_Ind2","2020-02-27 12:35:28",NA,2,"Standing",NA,NA,"STATE","41909.099","41909.600","0.501"
"Day1_Ind2","2020-02-27 12:35:28",NA,2,"Movement","Locomotion","Walking","STATE","41912.849","41915.849","3.000"
"Day1_Ind2","2020-02-27 12:35:28",NA,2,"Browsing","Browsing","Low","STATE","41917.000","41920.750","3.750"
"Day1_Ind2","2020-02-27 12:35:28",NA,2,"Movement","Locomotion","Walking","STATE","41922.990","41930.800","7.810"
"Day1_Ind2","2020-02-27 12:35:28",NA,2,"Other",NA,NA,"STATE","41931.549","41931.800","0.251"
"Day1_Ind2","2020-02-27 12:35:28",NA,2,"Movement","Locomotion","Walking","STATE","41935.550","41938.299","2.749"
"Day1_Ind2","2020-02-27 12:35:28",NA,2,"Other",NA,NA,"STATE","41938.939","41939.940","1.001"
"Day1_Ind2","2020-02-27 12:35:28",NA,2,"Standing",NA,NA,"STATE","41942.939","41949.190","6.251"
"Day1_Ind2","2020-02-27 12:35:28",NA,2,"Missing data",NA,NA,"STATE","41949.249","41951.750","2.501"
"Day1_Ind2","2020-02-27 12:35:28",NA,2,"Movement","Locomotion","Walking","STATE","41953.749","41954.740","0.991"
"Day1_Ind2","2020-02-27 12:35:28",NA,2,"Movement","Locomotion","Trotting","STATE","41956.240","41957.020","0.780"
"Day1_Ind2","2020-02-27 12:35:28",NA,2,"Movement","Locomotion","Walking","STATE","41957.520","41958.919","1.399"
"Day1_Ind2","2020-02-27 12:35:28",NA,2,"Movement","Locomotion","Trotting","STATE","41959.640","41966.200","6.560"
"Day1_Ind2","2020-02-27 12:35:28",NA,2,"Standing",NA,NA,"STATE","41967.450","41968.201","0.751"
"Day1_Ind2","2020-02-27 12:35:28",NA,2,"Movement","Locomotion","Walking","STATE","41968.950","41969.570","0.620"
"Day1_Ind2","2020-02-27 12:35:28",NA,2,"Missing data",NA,NA,"STATE","41970.569","41972.820","2.251"
"Day1_Ind2","2020-02-27 12:35:28",NA,2,"Movement","Locomotion","Walking","STATE","41974.069","41974.450","0.381"
"Day1_Ind2","2020-02-27 12:35:28",NA,2,"Movement","Locomotion","Trotting","STATE","41975.470","41975.850","0.380"
"Day1_Ind2","2020-02-27 12:35:28",NA,2,"Movement","Locomotion","Walking","STATE","41976.720","41976.972","0.252"
"Day1_Ind2","2020-02-27 12:35:28",NA,2,"Movement","Locomotion","Trotting","STATE","41977.469","41978.770","1.301"
"Day1_Ind2","2020-02-27 12:35:28",NA,2,"Movement","Locomotion","Walking","STATE","41980.250","41980.999","0.749"
"Day1_Ind2","2020-02-27 12:35:28",NA,2,"Movement","Locomotion","Trotting","STATE","41981.000","41981.249","0.249"
"Day1_Ind2","2020-02-27 12:35:28",NA,2,"Other",NA,NA,"STATE","41981.750","41982.500","0.750"
"Day1_Ind2","2020-02-27 12:35:28",NA,2,"Movement","Locomotion","Walking","STATE","41983.750","41984.120","0.370"
"Day1_Ind2","2020-02-27 12:35:28",NA,2,"Missing data",NA,NA,"STATE","41985.870","41986.120","0.250"
"Day1_Ind2","2020-02-27 12:35:28",NA,2,"Browsing","Browsing","Low","STATE","41987.400","41988.149","0.749"
"Day1_Ind2","2020-02-27 12:35:28",NA,2,"Grazing","Foraging","Ground","STATE","41989.400","41992.150","2.750"
"Day1_Ind2","2020-02-27 12:35:28",NA,2,"Grazing","Foraging","Ground","STATE","41994.049","41995.549","1.500"
"Day1_Ind2","2020-02-27 12:35:28",NA,2,"Missing data",NA,NA,"STATE","41998.550","42000.300","1.750"
"Day1_Ind2","2020-02-27 12:35:28",NA,2,"Standing",NA,NA,"STATE","42000.800","42005.189","4.389"
"Day1_Ind2","2020-02-27 12:35:28",NA,2,"Missing data",NA,NA,"STATE","42006.439","42007.440","1.001"
"Day1_Ind2","2020-02-27 12:35:28",NA,2,"Browsing","Browsing","Low","STATE","42008.439","42012.439","4.000"
"Day1_Ind2","2020-02-27 12:35:28",NA,2,"Movement","Locomotion","Walking","STATE","42015.000","42019.149","4.149"
"Day1_Ind2","2020-02-27 12:35:28",NA,2,"Browsing","Browsing","Low","STATE","42020.400","42045.069","24.669"
"Day1_Ind2","2020-02-27 12:35:28",NA,2,"Movement","Locomotion","Walking","STATE","42046.000","42050.903","4.903"
"Day1_Ind2","2020-02-27 12:35:28",NA,2,"Missing data",NA,NA,"STATE","42052.400","42052.599","0.199"
"Day1_Ind2","2020-02-27 12:35:28",NA,2,"Browsing","Browsing","Low","STATE","42052.769","42055.270","2.501"
"Day1_Ind2","2020-02-27 12:35:28",NA,2,"Movement","Locomotion","Walking","STATE","42056.390","42060.389","3.999"
"Day1_Ind2","2020-02-27 12:35:28",NA,2,"Movement","Locomotion","Trotting","STATE","42060.670","42061.669","0.999"
"Day1_Ind2","2020-02-27 12:35:28",NA,2,"Movement","Locomotion","Walking","STATE","42062.170","42063.922","1.752"
"Day1_Ind2","2020-02-27 12:35:28",NA,2,"Other",NA,NA,"STATE","42064.070","42064.820","0.750"
"Day1_Ind2","2020-02-27 12:35:28",NA,2,"Movement","Locomotion","Walking","STATE","42066.070","42068.440","2.370"
"Day1_Ind2","2020-02-27 12:35:28",NA,2,"Movement","Locomotion","Trotting","STATE","42068.689","42071.439","2.750"
"Day1_Ind2","2020-02-27 12:35:28",NA,2,"Movement","Locomotion","Walking","STATE","42074.590","42079.589","4.999"
"Day1_Ind2","2020-02-27 12:35:28",NA,2,"Other",NA,NA,"STATE","42079.990","42080.240","0.250"
"Day1_Ind2","2020-02-27 12:35:28",NA,2,"Standing",NA,NA,"STATE","42082.740","42082.990","0.250"
"Day1_Ind2","2020-02-27 12:35:28",NA,2,"Movement","Locomotion","Walking","STATE","42083.150","42085.649","2.499"
"Day1_Ind2","2020-02-27 12:35:28",NA,2,"Browsing","Browsing","Low","STATE","42091.400","42097.150","5.750"
"Day1_Ind2","2020-02-27 12:35:28",NA,2,"Missing data",NA,NA,"STATE","42099.570","42102.070","2.500"
"Day1_Ind2","2020-02-27 12:35:28",NA,2,"Missing data",NA,NA,"STATE","42103.570","42110.619","7.049"
"Day1_Ind2","2020-02-27 12:35:28",NA,2,"Agnostic behavior",NA,NA,"STATE","42110.719","42111.070","0.351"
"Day1_Ind2","2020-02-27 12:35:28",NA,2,"Standing",NA,NA,"STATE","42112.749","42113.000","0.251"
"Day1_Ind2","2020-02-27 12:35:28",NA,2,"Movement","Locomotion","Trotting","STATE","42114.400","42115.650","1.250"
"Day1_Ind2","2020-02-27 12:35:28",NA,2,"Movement","Locomotion","Walking","STATE","42117.019","42119.270","2.251"
"Day1_Ind2","2020-02-27 12:35:28",NA,2,"Movement","Locomotion","Walking","STATE","42121.019","42122.050","1.031"
"Day1_Ind2","2020-02-27 12:35:28",NA,2,"Standing",NA,NA,"STATE","42124.553","42132.800","8.247"
"Day1_Ind2","2020-02-27 12:35:28",NA,2,"Movement","Locomotion","Walking","STATE","42134.349","42140.100","5.751"
"Day1_Ind2","2020-02-27 12:35:28",NA,2,"Standing",NA,NA,"STATE","42142.249","42152.250","10.001"
"Day1_Ind2","2020-02-27 12:35:28",NA,2,"Missing data",NA,NA,"STATE","42154.139","42162.890","8.751"
"Day1_Ind2","2020-02-27 12:35:28",NA,2,"Movement","Locomotion","Walking","STATE","42164.140","42164.890","0.750"
"Day1_Ind2","2020-02-27 12:35:28",NA,2,"Standing",NA,NA,"STATE","42165.939","42166.939","1.000"
"Day1_Ind2","2020-02-27 12:35:28",NA,2,"Grazing","Foraging","Ground","STATE","42168.219","42168.221","0.002"
"Day1_Ind2","2020-02-27 12:35:28",NA,2,"Standing",NA,NA,"STATE","42169.473","42170.719","1.246"
"Day1_Ind2","2020-02-27 12:35:28",NA,2,"Movement","Locomotion","Walking","STATE","42172.340","42173.090","0.750"
"Day1_Ind2","2020-02-27 12:35:28",NA,2,"Standing",NA,NA,"STATE","42174.340","42178.089","3.749"
"Day1_Ind2","2020-02-27 12:35:28",NA,2,"Movement","Locomotion","Walking","STATE","42179.489","42181.739","2.250"
"Day1_Ind2","2020-02-27 12:35:28",NA,2,"Standing",NA,NA,"STATE","42182.640","42183.140","0.500"
"Day1_Ind2","2020-02-27 12:35:28",NA,2,"Movement","Locomotion","Walking","STATE","42184.294","42184.390","0.096"
"Day1_Ind2","2020-02-27 12:35:28",NA,2,"Movement","Locomotion","Trotting","STATE","42184.639","42185.639","1.000"
"Day1_Ind2","2020-02-27 12:35:28",NA,2,"Movement","Locomotion","Walking","STATE","42186.920","42193.920","7.000"
"Day1_Ind2","2020-02-27 12:35:28",NA,2,"Browsing","Browsing","Low","STATE","42195.820","42200.099","4.279"
"Day1_Ind2","2020-02-27 12:35:28",NA,2,"Grazing","Foraging","Ground","STATE","42202.100","42206.350","4.250"
"Day1_Ind2","2020-02-27 12:35:28",NA,2,"Movement","Locomotion","Walking","STATE","42207.739","42207.840","0.101"
"Day1_Ind2","2020-02-27 12:35:28",NA,2,"Movement","Locomotion","Trotting","STATE","42208.239","42209.994","1.755"
"Day1_Ind2","2020-02-27 12:35:28",NA,2,"Browsing","Browsing","High","STATE","42212.400","42212.650","0.250"
"Day1_Ind2","2020-02-27 12:35:28",NA,2,"Browsing","Browsing","Low","STATE","42215.650","42229.390","13.740"
"Day1_Ind2","2020-02-27 12:35:28",NA,2,"Browsing","Browsing","High","STATE","42235.590","42238.843","3.253"
"Day1_Ind2","2020-02-27 12:35:28",NA,2,"Other",NA,NA,"STATE","42242.119","42245.123","3.004"
"Day1_Ind2","2020-02-27 12:35:28",NA,2,"Browsing","Browsing","High","STATE","42246.719","42253.270","6.551"
"Day1_Ind2","2020-02-27 12:35:28",NA,2,"Browsing","Browsing","Low","STATE","42255.520","42260.270","4.750"
"Day1_Ind2","2020-02-27 12:35:28",NA,2,"Browsing","Browsing","High","STATE","42262.849","42262.850","0.001"
"Day1_Ind2","2020-02-27 12:35:28",NA,2,"Standing",NA,NA,"STATE","42265.850","42266.100","0.250"
"Day1_Ind2","2020-02-27 12:35:28",NA,2,"Movement","Locomotion","Walking","STATE","42267.469","42270.749","3.280"
"Day1_Ind2","2020-02-27 12:35:28",NA,2,"Other",NA,NA,"STATE","42271.120","42272.369","1.249"
"Day1_Ind2","2020-02-27 12:35:28",NA,2,"Grazing","Foraging","Ground","STATE","42273.370","42274.619","1.249"
"Day1_Ind2","2020-02-27 12:35:28",NA,2,"Standing",NA,NA,"STATE","42276.649","42278.400","1.751"
"Day1_Ind2","2020-02-27 12:35:28",NA,2,"Movement","Locomotion","Walking","STATE","42280.050","42280.519","0.469"
"Day1_Ind2","2020-02-27 12:35:28",NA,2,"Other",NA,NA,"STATE","42280.799","42281.299","0.500"
"Day1_Ind2","2020-02-27 12:35:28",NA,2,"Standing",NA,NA,"STATE","42283.300","42283.800","0.500"
"Day1_Ind2","2020-02-27 12:35:28",NA,2,"Movement","Locomotion","Walking","STATE","42284.790","42286.190","1.400"
"Day1_Ind2","2020-02-27 12:35:28",NA,2,"Movement","Locomotion","Trotting","STATE","42286.950","42287.449","0.499"
"Day1_Ind2","2020-02-27 12:35:28",NA,2,"Movement","Locomotion","Walking","STATE","42288.450","42291.440","2.990"
"Day1_Ind2","2020-02-27 12:35:28",NA,2,"Browsing","Browsing","Low","STATE","42292.939","42303.620","10.681"
"Day1_Ind2","2020-02-27 12:35:28",NA,2,"Movement","Locomotion","Walking","STATE","42304.740","42305.240","0.500"
"Day1_Ind2","2020-02-27 12:35:28",NA,2,"Missing data",NA,NA,"STATE","42308.989","42326.769","17.780"
"Day1_Ind2","2020-02-27 12:35:28",NA,2,"Browsing","Browsing","Low","STATE","42327.270","42327.520","0.250"
"Day1_Ind2","2020-02-27 12:35:28",NA,2,"Missing data",NA,NA,"STATE","42331.470","42345.720","14.250"
"Day1_Ind2","2020-02-27 12:35:28",NA,2,"Browsing","Browsing","Low","STATE","42346.720","42350.720","4.000"
"Day1_Ind2","2020-02-27 12:35:28",NA,2,"Browsing","Browsing","Low","STATE","42353.950","42355.188","1.238"
"Day1_Ind2","2020-02-27 12:35:28",NA,2,"Movement","Locomotion","Walking","STATE","42356.438","42357.598","1.160"
"Day1_Ind2","2020-02-27 12:35:28",NA,2,"Standing",NA,NA,"STATE","42359.349","42360.349","1.000"
"Day1_Ind2","2020-02-27 12:35:28",NA,2,"Movement","Locomotion","Walking","STATE","42361.848","42368.338","6.490"
"Day1_Ind2","2020-02-27 12:35:28",NA,2,"Browsing","Browsing","Low","STATE","42369.488","42374.489","5.001"
"Day1_Ind2","2020-02-27 12:35:28",NA,2,"Browsing","Browsing","Low","STATE","42378.139","42383.892","5.753"
"Day1_Ind2","2020-02-27 12:35:28",NA,2,"Other",NA,NA,"STATE","42384.538","42385.538","1.000"
"Day1_Ind2","2020-02-27 12:35:28",NA,2,"Browsing","Browsing","Low","STATE","42386.538","42388.288","1.750"
"Day1_Ind2","2020-02-27 12:35:28",NA,2,"Browsing","Browsing","Low","STATE","42392.689","42393.689","1.000"
"Day1_Ind2","2020-02-27 12:35:28",NA,2,"Browsing","Browsing","Low","STATE","42397.469","42412.219","14.750"
"Day1_Ind2","2020-02-27 12:35:28",NA,2,"Movement","Locomotion","Walking","STATE","42415.538","42417.789","2.251"
"Day1_Ind2","2020-02-27 12:35:28",NA,2,"Standing",NA,NA,"STATE","42418.699","42426.218","7.519"
"Day1_Ind2","2020-02-27 12:35:28",NA,2,"Other",NA,NA,"STATE","42427.718","42431.468","3.750"
"Day1_Ind2","2020-02-27 12:35:28",NA,2,"Standing",NA,NA,"STATE","42433.719","42441.969","8.250"
"Day1_Ind2","2020-02-27 12:35:28",NA,2,"Other",NA,NA,"STATE","42442.798","42443.548","0.750"
"Day1_Ind2","2020-02-27 12:35:28",NA,2,"Standing",NA,NA,"STATE","42445.798","42448.549","2.751"
"Day1_Ind2","2020-02-27 12:35:28",NA,2,"Movement","Locomotion","Walking","STATE","42449.068","42451.819","2.751"
"Day1_Ind2","2020-02-27 12:35:28",NA,2,"Standing",NA,NA,"STATE","42454.319","42454.818","0.499"
"Day1_Ind2","2020-02-27 12:35:28",NA,2,"Standing",NA,NA,"STATE","42456.969","42458.218","1.249"
"Day1_Ind2","2020-02-27 12:35:28",NA,2,"Movement","Locomotion","Trotting","STATE","42463.969","42465.218","1.249"
"Day1_Ind2","2020-02-27 12:35:28",NA,2,"Movement","Locomotion","Walking","STATE","42466.218","42466.719","0.501"
"Day1_Ind2","2020-02-27 12:35:28",NA,2,"Movement","Locomotion","Trotting","STATE","42467.489","42470.269","2.780"
"Day1_Ind2","2020-02-27 12:35:28",NA,2,"Movement","Locomotion","Walking","STATE","42472.268","42474.798","2.530"
"Day1_Ind2","2020-02-27 12:35:28",NA,2,"Standing",NA,NA,"STATE","42476.049","42477.049","1.000"
"Day1_Ind2","2020-02-27 12:35:28",NA,2,"Movement","Locomotion","Walking","STATE","42477.788","42479.289","1.501"
"Day1_Ind2","2020-02-27 12:35:28",NA,2,"Missing data",NA,NA,"STATE","42479.539","42487.291","7.752"
"Day1_Ind2","2020-02-27 12:35:28",NA,2,"Movement","Locomotion","Walking","STATE","42487.391","42488.550","1.159"
"Day1_Ind2","2020-02-27 12:35:28",NA,2,"Browsing","Browsing","Low","STATE","42489.839","42509.338","19.499"
"Day1_Ind2","2020-02-27 12:35:28",NA,2,"Movement","Locomotion","Trotting","STATE","42511.788","42515.439","3.651"
"Day1_Ind2","2020-02-27 12:35:28",NA,2,"Movement","Locomotion","Walking","STATE","42516.439","42519.189","2.750"
"Day1_Ind2","2020-02-27 12:35:28",NA,2,"Other",NA,NA,"STATE","42519.969","42520.719","0.750"
"Day1_Ind2","2020-02-27 12:35:28",NA,2,"Standing",NA,NA,"STATE","42522.719","42527.219","4.500"
"Day1_Ind2","2020-02-27 12:35:28",NA,2,"Movement","Locomotion","Walking","STATE","42528.118","42529.869","1.751"
"Day1_Ind2","2020-02-27 12:35:28",NA,2,"Movement","Locomotion","Trotting","STATE","42530.369","42533.869","3.500"
"Day1_Ind2","2020-02-27 12:35:28",NA,2,"Missing data",NA,NA,"STATE","42534.648","42539.399","4.751"
"Day1_Ind2","2020-02-27 12:35:28",NA,2,"Movement","Locomotion","Walking","STATE","42540.648","42545.009","4.361"
"Day1_Ind2","2020-02-27 12:35:28",NA,2,"Standing",NA,NA,"STATE","42547.069","42563.319","16.250"
"Day1_Ind2","2020-02-27 12:35:28",NA,2,"Movement","Locomotion","Walking","STATE","42564.648","42568.149","3.501"
"Day1_Ind2","2020-02-27 12:35:28",NA,2,"Other",NA,NA,"STATE","42569.889","42570.139","0.250"
"Day1_Ind2","2020-02-27 12:35:28",NA,2,"Movement","Locomotion","Trotting","STATE","42570.639","42570.889","0.250"
"Day1_Ind2","2020-02-27 12:35:28",NA,2,"Movement","Locomotion","Walking","STATE","42572.299","42574.049","1.750"
"Day1_Ind2","2020-02-27 12:35:28",NA,2,"Movement","Locomotion","Trotting","STATE","42574.789","42575.038","0.249"
"Day1_Ind2","2020-02-27 12:35:28",NA,2,"Missing data",NA,NA,"STATE","42575.698","42578.448","2.750"
"Day1_Ind2","2020-02-27 12:35:28",NA,2,"Missing data",NA,NA,"STATE","42580.698","42581.949","1.251"
"Day1_Ind2","2020-02-27 12:35:28",NA,2,"Movement","Locomotion","Walking","STATE","42582.688","42584.189","1.501"
"Day1_Ind2","2020-02-27 12:35:28",NA,2,"Movement","Locomotion","Trotting","STATE","42585.471","42586.339","0.868"
"Day1_Ind2","2020-02-27 12:35:28",NA,2,"Standing",NA,NA,"STATE","42589.592","42591.338","1.746"
"Day1_Ind2","2020-02-27 12:35:28",NA,2,"Movement","Locomotion","Trotting","STATE","42592.868","42596.568","3.700"
"Day1_Ind2","2020-02-27 12:35:28",NA,2,"Movement","Locomotion","Walking","STATE","42597.898","42599.899","2.001"
"Day1_Ind2","2020-02-27 12:35:28",NA,2,"Movement","Locomotion","Walking","STATE","42601.049","42601.549","0.500"
"Day1_Ind2","2020-02-27 12:35:28",NA,2,"Standing",NA,NA,"STATE","42603.549","42607.799","4.250"
"Day1_Ind2","2020-02-27 12:35:28",NA,2,"Movement","Locomotion","Walking","STATE","42608.949","42611.449","2.500"
"Day1_Ind2","2020-02-27 12:35:28",NA,2,"Movement","Locomotion","Walking","STATE","42614.188","42622.188","8.000"
"Day1_Ind2","2020-02-27 12:35:28",NA,2,"Standing",NA,NA,"STATE","42623.119","42655.438","32.319"
"Day1_Ind2","2020-02-27 12:35:28",NA,2,"Movement","Locomotion","Walking","STATE","42655.870","42657.621","1.751"
"Day1_Ind2","2020-02-27 12:35:28",NA,2,"Standing",NA,NA,"STATE","42657.870","42678.021","20.151"
"Day1_Ind2","2020-02-27 12:35:28",NA,2,"Movement","Locomotion","Walking","STATE","42678.688","42686.436","7.748"
"Day1_Ind2","2020-02-27 12:35:28",NA,2,"Standing",NA,NA,"STATE","42686.850","42690.099","3.249"
"Day1_Ind2","2020-02-27 12:35:28",NA,2,"Movement","Locomotion","Walking","STATE","42691.099","42692.882","1.783"
"Day1_Ind2","2020-02-27 12:35:28",NA,2,"Browsing","Browsing","Low","STATE","42693.629","42706.632","13.003"
"Day1_Ind2","2020-02-27 12:35:28",NA,2,"Grazing","Foraging","While walking","STATE","42707.550","42709.047","1.497"
"Day1_Ind2","2020-02-27 12:35:28",NA,2,"Grazing","Foraging","Ground","STATE","42709.300","42709.580","0.280"
"Day1_Ind2","2020-02-27 12:35:28",NA,2,"Standing",NA,NA,"STATE","42711.578","42718.330","6.752"
"Day1_Ind2","2020-02-27 12:35:28",NA,2,"Movement","Locomotion","Walking","STATE","42719.577","42721.082","1.505"
"Day1_Ind2","2020-02-27 12:35:28",NA,2,"Browsing","Browsing","Low","STATE","42722.832","42724.830","1.998"
"Day1_Ind2","2020-02-27 12:35:28",NA,2,"Grazing","Foraging","Ground","STATE","42725.899","42726.649","0.750"
"Day1_Ind2","2020-02-27 12:35:28",NA,2,"Standing",NA,NA,"STATE","42728.638","42729.141","0.503"
"Day1_Ind2","2020-02-27 12:35:28",NA,2,"Grazing","Foraging","Ground","STATE","42730.549","42739.797","9.248"
"Day1_Ind2","2020-02-27 12:35:28",NA,2,"Standing",NA,NA,"STATE","42741.051","42741.551","0.500"
"Day1_Ind2","2020-02-27 12:35:28",NA,2,"Movement","Locomotion","Walking","STATE","42742.299","42744.050","1.751"
